investSessionId,userId,sex,age,chapterId,avgNotKeep,click,avgCashRatio,avgStayTime,highBuyRatio,lowBuyRatio,midBuyRatio,highSellRatio,lowSellRatio,midSellRatio,tagTrunDuraion,betMidShares,betHighShares,betBuyRatio,betSellRatio,investPro
session_0904,user_159,M,9,chapter_1,4,8,0.13,32.03,0.49,0.12,0.22,0.48,0.18,0.38,27.1,2,3,0.4,0.4,적극투자형
session_0905,user_159,M,9,chapter_4,6,12,0.08,36.13,0.7,0.03,0.11,0.76,0.08,0.26,31.82,4,3,0.42,0.53,공격투자형
session_0906,user_159,M,9,chapter_4,1,3,0.74,18.2,0.03,0.8,0.11,0.09,0.94,0.18,11.37,1,0,0.08,0.08,안정형
session_0907,user_159,M,9,chapter_4,2,4,0.53,24.19,0.12,0.57,0.22,0.12,0.66,0.2,22.55,1,1,0.13,0.11,안정추구형
session_0908,user_159,M,9,chapter_4,3,8,0.31,24.58,0.18,0.45,0.46,0.29,0.45,0.46,25.28,2,1,0.25,0.27,위험중립형
session_0909,user_159,M,9,chapter_4,4,7,0.19,31.99,0.35,0.14,0.31,0.44,0.13,0.32,25.33,3,2,0.35,0.39,적극투자형
session_0910,user_159,M,9,chapter_3,5,9,0.1,36.1,0.61,0.06,0.1,0.53,0.04,0.2,32.06,3,4,0.51,0.46,공격투자형
session_0911,user_160,M,9,chapter_4,2,2,0.72,17.67,0.01,0.94,0.13,0.07,0.88,0.17,15.27,0,0,0.1,0.04,안정형
session_0912,user_160,M,9,chapter_4,2,2,0.62,16.76,0.06,0.56,0.2,0.2,0.55,0.29,15.41,1,1,0.19,0.11,안정추구형
session_0913,user_160,M,9,chapter_3,3,8,0.43,24.07,0.21,0.45,0.32,0.22,0.46,0.39,28.05,2,2,0.27,0.28,위험중립형
session_0914,user_160,M,9,chapter_4,4,9,0.24,30.71,0.49,0.28,0.23,0.46,0.27,0.39,26.41,4,2,0.35,0.32,적극투자형
session_0915,user_160,M,9,chapter_3,5,12,0.09,31.26,0.75,0.05,0.19,0.74,0.0,0.29,31.35,2,5,0.47,0.55,공격투자형
session_0916,user_160,M,9,chapter_1,2,3,0.83,15.73,0.04,0.87,0.09,0.07,0.75,0.11,13.01,0,0,0.03,0.09,안정형
session_0917,user_160,M,9,chapter_2,2,4,0.59,16.49,0.14,0.69,0.19,0.13,0.57,0.25,21.61,2,1,0.15,0.13,안정추구형
session_0918,user_161,F,9,chapter_1,3,5,0.33,28.02,0.21,0.38,0.46,0.28,0.33,0.44,28.2,2,1,0.28,0.22,위험중립형
session_0919,user_161,F,9,chapter_4,4,6,0.16,26.44,0.31,0.2,0.21,0.45,0.18,0.21,32.96,2,3,0.32,0.3,적극투자형
session_0920,user_161,F,9,chapter_3,6,9,0.08,31.14,0.59,0.04,0.3,0.58,0.03,0.11,34.98,3,5,0.48,0.49,공격투자형
session_0921,user_161,F,9,chapter_2,1,1,0.79,15.35,0.04,0.71,0.15,0.06,0.91,0.11,17.71,1,0,0.05,0.09,안정형
session_0922,user_161,F,9,chapter_3,2,5,0.6,21.42,0.14,0.68,0.29,0.14,0.55,0.21,18.93,1,0,0.14,0.13,안정추구형
session_0923,user_161,F,9,chapter_1,3,5,0.36,27.71,0.28,0.49,0.36,0.3,0.32,0.32,27.67,3,1,0.29,0.25,위험중립형
session_0924,user_161,F,9,chapter_2,4,7,0.1,25.87,0.33,0.3,0.21,0.43,0.29,0.32,27.9,4,2,0.34,0.34,적극투자형
session_0925,user_161,F,9,chapter_4,5,12,0.09,31.56,0.63,0.0,0.13,0.65,0.08,0.25,33.99,3,3,0.59,0.57,공격투자형
session_0926,user_161,F,9,chapter_4,1,3,0.82,19.14,0.03,0.73,0.08,0.06,0.86,0.14,15.1,0,0,0.09,0.09,안정형
session_0927,user_161,F,9,chapter_3,2,5,0.57,23.3,0.1,0.5,0.22,0.19,0.58,0.29,22.31,2,1,0.17,0.14,안정추구형
session_0928,user_162,F,9,chapter_4,4,4,0.33,24.11,0.22,0.41,0.48,0.24,0.37,0.44,24.65,3,2,0.29,0.25,위험중립형
session_0929,user_162,F,9,chapter_4,4,6,0.16,25.63,0.33,0.16,0.35,0.45,0.3,0.21,27.33,2,3,0.34,0.33,적극투자형
session_0930,user_162,F,9,chapter_2,6,11,0.06,35.33,0.77,0.08,0.3,0.77,0.02,0.26,34.47,3,3,0.53,0.51,공격투자형
session_0931,user_163,F,9,chapter_1,1,2,0.83,12.95,0.0,0.7,0.08,0.05,0.87,0.17,13.9,1,0,0.0,0.01,안정형
session_0932,user_163,F,9,chapter_2,2,4,0.65,21.31,0.15,0.56,0.16,0.19,0.54,0.22,19.84,2,0,0.2,0.11,안정추구형
session_0933,user_163,F,9,chapter_4,3,4,0.48,23.99,0.22,0.48,0.31,0.25,0.47,0.47,29.22,3,2,0.25,0.29,위험중립형
session_0934,user_163,F,9,chapter_1,5,6,0.15,25.62,0.32,0.14,0.24,0.37,0.29,0.29,27.96,4,3,0.35,0.39,적극투자형
session_0935,user_163,F,9,chapter_4,6,12,0.05,35.71,0.76,0.02,0.17,0.7,0.0,0.13,32.56,4,5,0.41,0.48,공격투자형
session_0936,user_163,F,9,chapter_1,2,1,0.81,15.87,0.01,0.87,0.14,0.06,0.86,0.11,13.9,1,0,0.09,0.05,안정형
session_0937,user_163,F,9,chapter_4,2,5,0.63,16.5,0.07,0.61,0.16,0.11,0.53,0.25,17.54,1,0,0.15,0.16,안정추구형
session_0938,user_163,F,9,chapter_4,4,4,0.41,29.93,0.24,0.49,0.48,0.27,0.32,0.48,21.61,2,1,0.25,0.29,위험중립형
session_0939,user_163,F,9,chapter_3,4,10,0.24,33.37,0.46,0.19,0.33,0.38,0.26,0.36,32.81,2,3,0.31,0.34,적극투자형
session_0940,user_164,F,8,chapter_3,6,12,0.0,35.76,0.79,0.02,0.19,0.51,0.08,0.26,37.33,3,4,0.53,0.53,공격투자형
session_0941,user_164,F,8,chapter_1,1,4,0.7,12.87,0.0,0.78,0.14,0.09,0.75,0.15,15.06,0,0,0.09,0.1,안정형
session_0942,user_164,F,8,chapter_1,2,4,0.67,19.62,0.09,0.55,0.26,0.15,0.62,0.29,22.54,2,1,0.13,0.18,안정추구형
session_0943,user_164,F,8,chapter_3,4,6,0.44,25.87,0.15,0.48,0.43,0.21,0.33,0.42,29.86,3,1,0.24,0.27,위험중립형
session_0944,user_164,F,8,chapter_3,5,8,0.23,32.92,0.44,0.2,0.38,0.33,0.27,0.21,27.6,2,2,0.31,0.3,적극투자형
session_0945,user_165,F,9,chapter_1,5,8,0.09,39.91,0.61,0.04,0.11,0.79,0.03,0.11,33.69,5,4,0.42,0.54,공격투자형
session_0946,user_165,F,9,chapter_1,1,1,0.92,17.08,0.0,0.75,0.1,0.1,0.9,0.11,19.08,1,0,0.01,0.04,안정형
session_0947,user_165,F,9,chapter_3,3,2,0.58,22.77,0.06,0.53,0.29,0.13,0.61,0.25,18.32,1,1,0.14,0.19,안정추구형
session_0948,user_165,F,9,chapter_1,4,7,0.39,26.94,0.24,0.42,0.43,0.25,0.39,0.44,23.13,2,2,0.27,0.3,위험중립형
session_0949,user_165,F,9,chapter_3,4,9,0.27,32.31,0.33,0.14,0.24,0.37,0.2,0.4,25.44,3,2,0.34,0.32,적극투자형
session_0950,user_166,F,8,chapter_4,6,10,0.08,39.92,0.62,0.09,0.23,0.65,0.09,0.26,33.76,5,4,0.54,0.47,공격투자형
session_0951,user_166,F,8,chapter_4,2,2,0.84,13.74,0.02,0.81,0.06,0.06,0.86,0.14,12.41,0,0,0.09,0.0,안정형
session_0952,user_166,F,8,chapter_2,2,2,0.6,22.33,0.11,0.55,0.19,0.14,0.67,0.27,21.99,2,1,0.12,0.17,안정추구형
session_0953,user_166,F,8,chapter_3,3,4,0.41,24.9,0.2,0.33,0.35,0.24,0.46,0.32,26.55,2,2,0.27,0.3,위험중립형
session_0954,user_166,F,8,chapter_2,5,6,0.28,31.34,0.37,0.22,0.24,0.42,0.27,0.28,32.03,4,3,0.35,0.32,적극투자형
session_0955,user_166,F,8,chapter_4,5,11,0.06,38.5,0.56,0.01,0.14,0.55,0.09,0.22,33.53,2,4,0.46,0.59,공격투자형
session_0956,user_166,F,8,chapter_2,1,2,0.72,10.63,0.03,0.9,0.08,0.09,0.74,0.1,17.41,1,0,0.04,0.0,안정형
session_0957,user_167,M,7,chapter_3,2,6,0.61,16.67,0.05,0.53,0.18,0.2,0.68,0.21,15.5,2,0,0.19,0.17,안정추구형
session_0958,user_167,M,7,chapter_2,3,8,0.41,20.53,0.2,0.47,0.34,0.27,0.44,0.44,20.71,2,2,0.23,0.27,위험중립형
session_0959,user_167,M,7,chapter_3,4,9,0.15,30.0,0.48,0.22,0.37,0.33,0.21,0.24,27.38,4,3,0.32,0.35,적극투자형
session_0960,user_167,M,7,chapter_1,6,10,0.0,34.5,0.76,0.0,0.27,0.71,0.08,0.3,37.36,2,3,0.59,0.56,공격투자형
session_0961,user_167,M,7,chapter_2,2,2,0.94,12.66,0.05,0.8,0.13,0.09,0.83,0.17,19.16,1,0,0.08,0.08,안정형
session_0962,user_168,F,7,chapter_3,2,6,0.57,20.41,0.08,0.64,0.15,0.19,0.52,0.23,15.93,2,1,0.14,0.17,안정추구형
session_0963,user_169,F,9,chapter_1,3,8,0.46,24.81,0.25,0.46,0.3,0.28,0.48,0.4,26.81,2,1,0.2,0.29,위험중립형
session_0964,user_169,F,9,chapter_2,5,9,0.16,34.75,0.31,0.23,0.28,0.4,0.16,0.22,25.16,3,2,0.36,0.31,적극투자형
session_0965,user_169,F,9,chapter_3,5,9,0.02,35.38,0.52,0.01,0.11,0.58,0.1,0.12,39.86,3,4,0.49,0.54,공격투자형
session_0966,user_169,F,9,chapter_4,2,3,0.8,20.0,0.04,0.79,0.08,0.08,0.7,0.13,14.47,0,0,0.06,0.08,안정형
session_0967,user_169,F,9,chapter_3,3,6,0.61,24.92,0.11,0.53,0.3,0.18,0.64,0.23,18.86,1,1,0.14,0.17,안정추구형
session_0968,user_169,F,9,chapter_3,3,7,0.47,27.38,0.19,0.47,0.38,0.23,0.4,0.36,28.85,3,1,0.28,0.2,위험중립형
session_0969,user_169,F,9,chapter_3,5,10,0.13,28.09,0.43,0.11,0.26,0.36,0.29,0.27,25.28,4,3,0.37,0.38,적극투자형
session_0970,user_169,F,9,chapter_4,5,9,0.01,38.65,0.76,0.04,0.11,0.79,0.03,0.23,39.4,4,4,0.5,0.41,공격투자형
session_0971,user_169,F,9,chapter_3,1,4,0.91,16.48,0.03,0.87,0.12,0.07,0.71,0.16,18.64,1,0,0.07,0.01,안정형
session_0972,user_170,F,9,chapter_2,3,2,0.69,18.9,0.13,0.65,0.18,0.1,0.64,0.21,19.71,1,0,0.12,0.11,안정추구형
session_0973,user_170,F,9,chapter_2,4,7,0.36,28.2,0.21,0.44,0.31,0.3,0.41,0.45,22.18,3,2,0.23,0.29,위험중립형
session_0974,user_170,F,9,chapter_3,4,6,0.14,32.17,0.32,0.12,0.3,0.47,0.19,0.23,28.42,4,3,0.32,0.35,적극투자형
session_0975,user_170,F,9,chapter_3,5,8,0.04,33.81,0.58,0.03,0.23,0.65,0.09,0.24,32.37,4,4,0.52,0.54,공격투자형
session_0976,user_170,F,9,chapter_4,2,3,0.84,16.0,0.02,0.85,0.08,0.06,0.81,0.19,17.62,1,0,0.04,0.06,안정형
session_0977,user_171,F,8,chapter_3,3,2,0.64,17.77,0.08,0.53,0.23,0.11,0.65,0.24,21.04,1,1,0.12,0.15,안정추구형
session_0978,user_171,F,8,chapter_1,4,4,0.4,28.23,0.21,0.41,0.46,0.27,0.44,0.47,24.82,3,2,0.27,0.21,위험중립형
session_0979,user_171,F,8,chapter_2,4,6,0.11,28.41,0.45,0.13,0.31,0.5,0.23,0.26,31.83,3,2,0.37,0.35,적극투자형
session_0980,user_171,F,8,chapter_4,5,9,0.09,33.78,0.73,0.03,0.23,0.63,0.03,0.25,33.81,4,5,0.58,0.44,공격투자형
session_0981,user_171,F,8,chapter_1,2,2,0.83,17.06,0.01,0.91,0.12,0.06,0.88,0.12,11.86,1,0,0.04,0.06,안정형
session_0982,user_171,F,8,chapter_2,3,6,0.61,19.24,0.12,0.58,0.17,0.13,0.62,0.23,18.09,1,0,0.16,0.11,안정추구형
session_0983,user_171,F,8,chapter_2,3,6,0.43,27.24,0.19,0.39,0.44,0.2,0.44,0.44,24.02,2,1,0.29,0.29,위험중립형
session_0984,user_171,F,8,chapter_3,5,6,0.14,28.51,0.36,0.16,0.24,0.47,0.27,0.24,27.87,4,3,0.36,0.33,적극투자형
session_0985,user_172,M,9,chapter_3,5,10,0.08,31.01,0.75,0.03,0.17,0.58,0.02,0.15,33.36,5,5,0.5,0.45,공격투자형
session_0986,user_173,M,8,chapter_1,1,2,0.83,11.44,0.02,0.76,0.12,0.06,0.74,0.11,11.07,0,0,0.03,0.06,안정형
session_0987,user_173,M,8,chapter_4,3,6,0.54,18.75,0.13,0.66,0.28,0.11,0.7,0.21,15.13,2,1,0.14,0.11,안정추구형
session_0988,user_173,M,8,chapter_1,3,4,0.35,22.01,0.2,0.44,0.39,0.3,0.33,0.46,25.0,3,1,0.23,0.2,위험중립형
session_0989,user_173,M,8,chapter_2,4,9,0.12,34.67,0.4,0.19,0.24,0.46,0.24,0.25,30.58,2,3,0.38,0.38,적극투자형
session_0990,user_173,M,8,chapter_4,5,12,0.09,33.41,0.56,0.09,0.28,0.62,0.06,0.15,34.14,4,3,0.59,0.46,공격투자형
session_0991,user_174,M,7,chapter_3,2,2,0.77,12.43,0.03,0.87,0.06,0.07,0.84,0.15,17.14,0,0,0.04,0.02,안정형
session_0992,user_174,M,7,chapter_4,3,2,0.59,18.41,0.13,0.7,0.3,0.15,0.55,0.3,17.36,2,1,0.12,0.17,안정추구형
session_0993,user_175,F,9,chapter_4,4,4,0.38,26.44,0.25,0.32,0.38,0.23,0.42,0.49,23.17,3,1,0.22,0.28,위험중립형
session_0994,user_175,F,9,chapter_1,5,6,0.14,28.06,0.38,0.18,0.3,0.32,0.14,0.25,31.05,2,2,0.32,0.3,적극투자형
session_0995,user_175,F,9,chapter_2,6,9,0.09,34.04,0.59,0.05,0.29,0.74,0.03,0.24,39.19,3,5,0.55,0.46,공격투자형
session_0996,user_175,F,9,chapter_3,1,4,0.83,14.11,0.01,0.81,0.05,0.09,0.8,0.1,17.14,0,0,0.1,0.01,안정형
session_0997,user_175,F,9,chapter_2,3,2,0.69,21.25,0.12,0.61,0.18,0.19,0.53,0.21,16.41,2,1,0.18,0.16,안정추구형
session_0998,user_175,F,9,chapter_4,3,5,0.46,24.04,0.2,0.36,0.48,0.25,0.32,0.33,21.77,3,1,0.25,0.25,위험중립형
session_0999,user_176,M,8,chapter_3,5,7,0.26,34.44,0.49,0.3,0.33,0.42,0.22,0.24,26.6,2,2,0.38,0.31,적극투자형
session_1000,user_176,M,8,chapter_4,6,8,0.09,39.04,0.78,0.04,0.21,0.77,0.06,0.28,33.51,5,5,0.46,0.4,공격투자형
